PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,Label
6,7.0,800,10,7388,12,27,27,19,0,0,0,62,63,1500,40,40,1500,800.0,7388.0,224,1,3566,3,6400000,59104000,14,2,0,2,4,16383,16383,57344,224,0,0,0,0.0,1
6,0.0,552,10,336,8,19,19,19,0,0,0,254,255,100,40,40,100,552.0,336.0,100,1,0,0,4416000,2688000,18,0,0,0,0,16383,16383,25600,100,0,0,0,0.0,1
17,96.0,2960,2,0,0,0,0,0,0,0,0,254,254,1480,1480,0,1480,2960.0,0.0,0,0,0,0,23680000,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,1
6,0.0,83116,80,2010,28,27,27,19,4294951,16,16,62,63,1500,40,40,1500,83116.0,2010.0,41342,35,717,7,39112000,944000,48,2,4,0,54,16383,16383,32256,126,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,9325,255,0,0.0,1
6,0.0,41424,50,1892,24,27,27,19,0,0,0,62,63,1500,40,40,1500,41424.0,1892.0,20536,21,738,7,331392000,15136000,42,2,4,0,26,16383,16383,14336,56,0,0,0,0.0,1
6,7.0,994,10,588,10,27,27,19,0,0,0,62,63,321,40,40,321,994.0,588.0,321,1,126,1,7952000,4704000,18,0,2,0,0,16383,16383,16640,65,0,0,0,0.0,1
6,0.0,552,10,336,8,19,19,19,0,0,0,254,255,100,40,40,100,552.0,336.0,100,1,0,0,4416000,2688000,18,0,0,0,0,16383,16383,25600,100,0,0,0,0.0,1
6,0.0,3982,22,1884,22,27,27,19,0,0,0,62,63,1400,40,40,1400,3982.0,1884.0,1815,7,774,7,31856000,15072000,38,4,0,0,2,16383,16383,5888,23,0,0,0,0.0,1
17,17.0,1658,2,0,0,0,0,0,0,0,0,254,254,829,829,0,829,1658.0,0.0,0,0,0,0,13264000,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,1
6,0.0,90186,92,5340,52,19,19,19,4294952,15,15,254,255,1500,40,40,1500,90186.0,5340.0,44837,40,2422,20,45088000,2664000,60,18,6,0,60,16383,16383,9472,37,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,34050,255,0,0.0,1
6,0.0,552,10,336,8,19,19,19,0,0,0,254,255,100,40,40,100,552.0,336.0,100,1,0,0,4416000,2688000,18,0,0,0,0,16383,16383,25600,100,0,0,0,0.0,1
17,0.0,136,2,0,0,0,0,0,0,0,0,254,254,68,68,0,68,136.0,0.0,0,0,0,0,1088000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
17,0.0,168,2,0,0,0,0,0,0,0,0,254,254,84,84,0,84,168.0,0.0,0,0,0,0,1344000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
6,0.0,522,10,256,6,19,19,19,0,0,0,254,255,85,40,40,85,522.0,256.0,85,1,0,0,4176000,2048000,16,0,0,0,0,16383,16383,21760,85,0,0,0,0.0,1
17,17.0,1946,2,0,0,0,0,0,0,0,0,254,254,973,973,0,973,1946.0,0.0,0,0,0,0,15568000,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,1
6,1.0,449,9,434,8,17,17,17,0,0,0,254,255,85,40,40,85,744.0,670.0,140,2,137,2,3896000,3800000,26,0,0,0,0,16383,16383,35840,140,0,0,0,0.0,1
6,0.0,552,10,336,8,19,19,19,0,0,0,254,255,100,40,40,100,552.0,336.0,100,1,0,0,4416000,2688000,18,0,0,0,0,16383,16383,25600,100,0,0,0,0.0,1
6,7.0,1284,10,256,6,19,19,19,0,0,0,254,255,466,40,40,466,1284.0,256.0,466,1,0,0,10272000,2048000,14,0,2,0,0,16383,16383,53760,210,0,0,0,0.0,1
83,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
6,0.0,996,12,764,10,19,19,19,0,0,0,254,255,214,40,40,214,996.0,764.0,322,2,214,1,7968000,6112000,16,6,0,0,0,16383,16383,16896,66,0,0,0,0.0,1
6,7.0,872,10,256,6,19,19,19,0,0,0,254,255,260,40,40,260,872.0,256.0,260,1,0,0,6976000,2048000,14,0,2,0,0,16383,16383,1024,4,0,0,0,0.0,1
6,7.0,554,10,256,6,19,19,19,0,0,0,254,255,101,40,40,101,554.0,256.0,101,1,0,0,4432000,2048000,16,0,0,0,0,16383,16383,25856,101,0,0,0,0.0,1
164,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
17,0.0,104,2,0,0,0,0,0,0,0,0,254,254,52,52,0,52,104.0,0.0,0,0,0,0,832000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
6,7.0,806,10,1666,8,27,27,19,0,0,0,62,63,705,40,40,705,806.0,1666.0,227,1,705,1,6448000,13328000,14,2,0,2,0,16383,16383,58112,227,0,0,0,0.0,1
6,7.0,498,10,256,6,19,19,19,0,0,0,254,255,73,40,40,73,498.0,256.0,73,1,0,0,3984000,2048000,16,0,0,0,0,16383,16383,18688,73,0,0,0,0.0,1
6,4.0,1002,18,13394,26,27,27,19,4294952,15,15,62,63,1500,40,40,1500,1002.0,13394.0,325,5,6569,10,496000,6696000,34,2,0,0,8,16383,16383,17664,69,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,5556,255,0,0.0,1
6,0.0,552,10,336,8,19,19,19,0,0,0,254,255,100,40,40,100,552.0,336.0,100,1,0,0,4416000,2688000,18,0,0,0,0,16383,16383,25600,100,0,0,0,0.0,1
6,1.0,309,7,556,7,24,24,16,0,0,0,62,63,108,47,47,108,604.0,832.0,150,3,232,3,3656000,4920000,23,0,0,0,0,16383,16383,38400,150,0,0,0,227.0,1
6,7.0,770,10,3928,10,27,27,19,0,0,0,62,63,1500,40,40,1500,770.0,3928.0,209,1,1836,2,6160000,31424000,14,2,2,0,2,16383,16383,53504,209,0,0,0,0.0,1
17,78.0,592,2,0,0,0,0,0,0,0,0,254,254,296,296,0,296,592.0,0.0,0,0,0,0,4736000,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,1
1,0.0,64,2,0,0,0,0,0,0,0,0,254,254,32,32,0,32,64.0,0.0,0,0,0,0,512000,0,2,0,0,0,0,0,0,2048,8,0,0,0,0.0,1
6,7.0,1076,10,336,8,19,19,19,0,0,0,254,255,362,40,40,362,1076.0,336.0,362,1,0,0,8608000,2688000,16,0,2,0,0,16383,16383,27136,106,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,5674,255,0,0.0,1
6,0.0,1592,36,163984,142,27,27,19,4294951,16,16,62,63,1500,40,40,1500,1592.0,163984.0,300,6,81864,68,744000,77168000,62,0,10,0,106,16383,16383,11264,44,0,0,0,0.0,1
6,0.0,4224,16,584,10,19,19,19,4294951,16,16,254,255,1500,40,40,1500,4224.0,584.0,1936,4,164,2,1984000,272000,22,2,0,0,2,16383,16383,36864,144,0,0,0,0.0,1
6,0.0,744,10,256,6,19,19,19,0,0,0,254,255,196,40,40,196,744.0,256.0,196,1,0,0,5952000,2048000,14,2,0,0,0,16383,16383,50176,196,0,0,0,0.0,1
6,0.0,552,10,336,8,19,19,19,0,0,0,254,255,100,40,40,100,552.0,336.0,100,1,0,0,4416000,2688000,18,0,0,0,0,16383,16383,25600,100,0,0,0,0.0,1
6,7.0,822,10,1476,8,27,27,19,0,0,0,62,63,610,40,40,610,822.0,1476.0,235,1,610,1,6576000,11808000,14,2,0,2,0,16383,16383,60160,235,0,0,0,0.0,1
31,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
6,7.0,5466,12,256,6,19,19,19,0,0,0,254,255,1500,40,40,1500,5466.0,256.0,2557,2,0,0,43728000,2048000,14,0,0,0,4,16383,16383,64768,253,0,0,0,0.0,1
6,0.0,21126,24,506,10,19,19,19,0,0,0,254,255,1500,40,40,1500,21126.0,506.0,10387,8,85,1,169008000,4048000,20,0,0,0,14,16383,16383,37632,147,0,0,0,0.0,1
6,41.0,17774,22,844,12,19,19,19,0,0,0,254,255,1500,40,40,1500,17774.0,844.0,8711,7,214,1,142192000,6752000,18,4,0,0,12,16383,16383,1792,7,0,0,0,0.0,1
17,0.0,168,2,0,0,0,0,0,0,0,0,254,254,84,84,0,84,168.0,0.0,0,0,0,0,1344000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
80,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
6,0.0,552,10,336,8,19,19,19,0,0,0,254,255,100,40,40,100,552.0,336.0,100,1,0,0,4416000,2688000,18,0,0,0,0,16383,16383,25600,100,0,0,0,0.0,1
6,7.0,776,10,1282,8,27,27,19,0,0,0,62,63,513,40,40,513,776.0,1282.0,212,1,513,1,6208000,10256000,14,2,0,2,0,16383,16383,54272,212,0,0,0,0.0,1
17,0.0,704,2,0,0,0,0,0,0,0,0,254,254,352,352,0,352,704.0,0.0,0,0,0,0,5632000,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,1
6,0.0,552,10,336,8,19,19,19,0,0,0,254,255,100,40,40,100,552.0,336.0,100,1,0,0,4416000,2688000,18,0,0,0,0,16383,16383,25600,100,0,0,0,0.0,1
6,4.0,1316,26,69780,68,27,27,19,0,0,0,62,63,1500,40,40,1500,1316.0,69780.0,322,5,34762,31,10528000,558240000,44,0,4,2,44,16383,16383,16896,66,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,7169,255,0,0.0,1
6,0.0,778,14,884,16,19,19,19,0,0,0,254,255,85,40,40,85,778.0,884.0,213,3,274,4,6224000,7072000,30,0,0,0,0,16383,16383,54528,213,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,11947,255,0,0.0,1
6,0.0,522,10,256,6,19,19,19,0,0,0,254,255,85,40,40,85,522.0,256.0,85,1,0,0,4176000,2048000,16,0,0,0,0,16383,16383,21760,85,0,0,0,0.0,1
6,1.0,301,7,434,8,17,17,17,0,0,0,254,255,143,40,40,143,748.0,670.0,55,1,137,2,4832000,3800000,22,2,0,0,0,16383,16383,14080,55,0,0,0,0.0,1
6,7.0,788,10,256,6,19,19,19,0,0,0,254,255,218,40,40,218,788.0,256.0,218,1,0,0,6304000,2048000,14,2,0,0,0,16383,16383,55808,218,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,9729,255,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,6912,255,0,0.0,1
6,131.7,812,10,1114,8,19,19,19,0,0,0,254,255,429,40,40,429,812.0,1114.0,230,1,429,1,6496000,8912000,14,2,2,0,0,16383,16383,58880,230,0,0,0,0.0,1
249,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
6,7.0,948,10,336,8,19,19,19,4294951,16,16,254,255,298,40,40,298,948.0,336.0,298,1,0,0,440000,152000,16,0,2,0,0,16383,16383,10752,42,0,0,0,0.0,1
6,0.0,128000,122,127782,118,19,19,19,0,0,0,254,255,1500,40,40,1500,128000.0,127782.0,63544,50,63483,49,1024000000,1022256000,60,0,12,4,164,16383,16383,14336,56,0,0,0,0.0,1
6,1.0,491,9,434,8,17,17,17,0,0,0,254,255,106,40,40,106,786.0,670.0,161,2,137,2,4008000,3800000,26,0,0,0,0,16383,16383,41216,161,0,0,0,0.0,1
6,0.0,5736,12,256,6,19,19,19,0,0,0,254,255,1500,40,40,1500,5736.0,256.0,2692,2,0,0,45888000,2048000,14,0,0,0,4,16383,16383,33792,132,0,0,0,0.0,1
17,0.0,1350,2,0,0,0,0,0,0,0,0,254,254,675,675,0,675,1350.0,0.0,0,0,0,0,10800000,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,1
6,0.0,1098,24,41072,48,27,27,19,0,0,0,62,63,1500,40,40,1500,1098.0,41072.0,293,6,20408,21,8784000,328576000,42,2,2,0,26,16383,16383,9472,37,0,0,0,0.0,1
128,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,6657,255,0,0.0,1
6,1.0,215,5,408,5,24,24,16,0,0,0,62,63,108,48,48,108,414.0,684.0,103,2,176,2,2496000,4336000,17,0,0,0,0,16383,16383,26368,103,0,0,0,227.0,1
6,4.0,4624,108,798852,612,27,27,19,4294952,15,15,62,63,1500,40,40,1500,4624.0,798852.0,336,5,399298,303,2312000,399424000,150,0,36,16,518,16383,16383,20480,80,0,0,0,0.0,1
6,0.0,876,10,256,6,19,19,19,0,0,0,254,255,262,40,40,262,876.0,256.0,262,1,0,0,7008000,2048000,14,0,2,0,0,16383,16383,1536,6,0,0,0,0.0,1
176,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
17,0.0,168,2,0,0,0,0,0,0,0,0,254,254,84,84,0,84,168.0,0.0,0,0,0,0,1344000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
6,7.0,836,10,256,6,19,19,19,0,0,0,254,255,242,40,40,242,836.0,256.0,242,1,0,0,6688000,2048000,14,2,0,0,0,16383,16383,61952,242,0,0,0,0.0,1
6,0.0,552,10,336,8,19,19,19,4294951,16,16,254,255,100,40,40,100,552.0,336.0,100,1,0,0,256000,152000,18,0,0,0,0,16383,16383,25600,100,0,0,0,0.0,1
6,0.0,552,10,336,8,19,19,19,0,0,0,254,255,100,40,40,100,552.0,336.0,100,1,0,0,4416000,2688000,18,0,0,0,0,16383,16383,25600,100,0,0,0,0.0,1
17,0.0,168,2,0,0,0,0,0,0,0,0,254,254,84,84,0,84,168.0,0.0,0,0,0,0,1344000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
141,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
6,7.0,744,10,256,6,19,19,19,0,0,0,254,255,196,40,40,196,744.0,256.0,196,1,0,0,5952000,2048000,14,2,0,0,0,16383,16383,50176,196,0,0,0,0.0,1
6,0.0,1634,10,256,6,19,19,19,0,0,0,254,255,641,40,40,641,1634.0,256.0,641,1,0,0,13072000,2048000,14,0,0,2,0,16383,16383,33024,129,0,0,0,0.0,1
6,7.0,570,10,336,8,19,19,19,0,0,0,254,255,109,40,40,109,570.0,336.0,109,1,0,0,4560000,2688000,18,0,0,0,0,16383,16383,27904,109,0,0,0,0.0,1
6,0.0,1092,24,39414,46,27,27,19,0,0,0,62,63,1500,40,40,1500,1092.0,39414.0,290,6,19579,20,8736000,315312000,42,0,2,2,24,16383,16383,8704,34,0,0,0,0.0,1
6,0.0,612,10,336,8,19,19,19,0,0,0,254,255,130,40,40,130,612.0,336.0,130,1,0,0,4896000,2688000,16,2,0,0,0,16383,16383,33280,130,0,0,0,0.0,1
6,1.0,684,15,1144,13,16,16,16,0,0,0,254,255,116,40,40,116,974.0,1410.0,260,5,526,6,4816000,6968000,37,0,0,0,0,16383,16383,1024,4,0,0,0,125.0,1
6,7.0,14134,18,336,8,19,19,19,0,0,0,254,255,1500,40,40,1500,14134.0,336.0,6891,5,0,0,113072000,2688000,16,0,0,2,8,16383,16383,60160,235,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,4170,255,0,0.0,1
6,0.0,331206,266,3128,56,27,27,19,0,0,0,62,63,1500,40,40,1500,331206.0,3128.0,165427,129,716,7,2649648000,25024000,86,2,18,2,214,16383,16383,13058,51,0,0,0,0.0,1
17,0.0,168,2,0,0,0,0,0,0,0,0,254,254,84,84,0,84,168.0,0.0,0,0,0,0,1344000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
152,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
73,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
6,7.0,780,10,940,8,27,27,19,0,0,0,62,63,342,40,40,342,780.0,940.0,214,1,342,1,6240000,7520000,14,2,2,0,0,16383,16383,54784,214,0,0,0,0.0,1
6,1.0,9,1,108,1,24,24,0,0,0,0,62,63,117,48,48,117,304.0,438.0,0,0,0,0,2432000,3504000,11,0,0,0,0,0,16383,0,0,0,0,0,331.0,1
248,0.0,200,2,0,0,0,0,0,0,0,0,254,254,100,100,0,100,200.0,0.0,0,0,0,0,1600000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
17,0.0,1320,2,0,0,0,0,0,0,0,0,254,254,660,660,0,660,1320.0,0.0,0,0,0,0,10560000,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,23811,255,0,0.0,1
6,1.0,215,5,408,5,24,24,16,0,0,0,62,63,114,48,48,114,510.0,732.0,103,2,176,2,192000,272000,19,0,0,0,0,16383,16383,26368,103,0,0,0,227.0,1
6,7.0,772,10,3964,10,27,27,19,0,0,0,62,63,1500,40,40,1500,772.0,3964.0,210,1,1854,2,6176000,31712000,14,2,2,0,2,16383,16383,53760,210,0,0,0,0.0,1
6,7.0,782,10,256,6,19,19,19,0,0,0,254,255,215,40,40,215,782.0,256.0,215,1,0,0,6256000,2048000,14,2,0,0,0,16383,16383,55040,215,0,0,0,0.0,1
6,0.0,352,8,256,6,19,19,19,0,0,0,254,255,48,40,40,48,352.0,256.0,0,0,0,0,2816000,2048000,14,0,0,0,0,16383,16383,0,0,0,0,0,0.0,1
6,0.0,20230,24,506,10,19,19,19,0,0,0,254,255,1500,40,40,1500,20230.0,506.0,9939,8,85,1,161840000,4048000,20,0,0,2,12,16383,16383,54016,211,0,0,0,0.0,1
6,0.0,604,10,256,6,19,19,19,0,0,0,254,255,126,40,40,126,604.0,256.0,126,1,0,0,4832000,2048000,16,0,0,0,0,16383,16383,32256,126,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,14594,255,0,0.0,1
17,5.0,59,1,0,0,0,0,0,0,0,0,0,0,59,59,0,59,59.0,0.0,0,0,0,0,472000,0,1,0,0,0,0,0,0,0,0,59748,255,0,0.0,1
6,7.0,2496,52,374722,294,27,27,19,0,0,0,62,63,1500,40,40,1500,2496.0,374722.0,232,1,185693,142,19968000,2997776000,78,4,20,0,244,16383,16383,59392,232,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,57346,255,0,0.0,1
6,127.0,576,10,336,8,19,19,19,4294951,16,16,254,255,112,40,40,112,576.0,336.0,112,1,0,0,264000,152000,18,0,0,0,0,16383,16383,28672,112,0,0,0,0.0,1
6,1.0,685,13,891,11,24,24,16,0,0,0,62,63,145,40,40,145,980.0,1197.0,298,5,373,5,4856000,6368000,32,1,0,0,0,16383,16383,10752,42,0,0,0,150.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,17664,255,0,0.0,1
6,0.0,30890,38,1788,22,27,27,19,0,0,0,62,63,1500,40,40,1500,30890.0,1788.0,15269,15,726,7,247120000,14304000,38,2,0,0,20,16383,16383,42240,165,0,0,0,0.0,1
6,0.0,998,12,864,12,19,19,19,0,0,0,254,255,224,40,40,224,998.0,864.0,323,2,224,1,7984000,6912000,18,6,0,0,0,16383,16383,17152,67,0,0,0,0.0,1
6,0.0,2816,22,1766,20,19,19,19,0,0,0,254,255,825,40,40,825,2816.0,1766.0,1232,7,755,7,22528000,14128000,38,2,0,2,0,16383,16383,53248,208,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,12802,255,0,0.0,1
6,7.0,51082,46,496,12,19,19,19,0,0,0,254,255,1500,40,40,1500,51082.0,496.0,25365,19,0,0,408656000,3968000,22,0,2,2,32,16383,16383,5376,21,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,25345,255,0,0.0,1
17,0.0,168,2,0,0,0,0,0,0,0,0,254,254,84,84,0,84,168.0,0.0,0,0,0,0,1344000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
6,7.0,1134,10,910,10,19,19,19,0,0,0,254,255,391,40,40,391,1134.0,910.0,391,1,287,1,9072000,7280000,16,0,4,0,0,16383,16383,34560,135,0,0,0,0.0,1
6,7.0,586,10,256,6,19,19,19,0,0,0,254,255,117,40,40,117,586.0,256.0,117,1,0,0,4688000,2048000,16,0,0,0,0,16383,16383,29952,117,0,0,0,0.0,1
6,1.0,729,13,888,11,24,24,16,4294951,16,16,62,63,142,40,40,142,1024.0,1204.0,320,5,373,5,776000,1016000,32,1,0,0,0,16383,16383,16384,64,0,0,0,150.0,1
89,0.0,1280,20,0,0,0,0,0,4294920,47,0,254,255,64,64,0,64,1280.0,0.0,0,0,0,0,208000,0,20,0,0,0,0,0,0,0,0,0,0,0,0.0,1
17,0.0,168,2,0,0,0,0,0,0,0,0,254,254,84,84,0,84,168.0,0.0,0,0,0,0,1344000,0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,1
6,4.0,1084,20,23934,32,27,27,19,0,0,0,62,63,1500,40,40,1500,1084.0,23934.0,326,5,11839,13,8672000,191472000,36,0,0,2,14,16383,16383,17920,70,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,62209,255,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,21761,255,0,0.0,1
6,0.0,283044,232,3014,50,27,27,19,0,0,0,62,63,1500,40,40,1500,283044.0,3014.0,141346,112,779,7,2264352000,24112000,78,4,16,0,184,16383,16383,8706,34,0,0,0,0.0,1
17,0.0,114,2,0,0,0,0,0,0,0,0,254,254,57,57,0,57,114.0,0.0,0,0,0,0,912000,0,2,0,0,0,0,0,0,0,0,34050,255,0,0.0,1
6,7.0,4188,12,256,6,19,19,19,0,0,0,254,255,1500,40,40,1500,4188.0,256.0,1918,2,0,0,33504000,2048000,14,0,2,0,2,16383,16383,32256,126,0,0,0,0.0,1
6,0.0,552,10,336,8,19,19,19,0,0,0,254,255,100,40,40,100,552.0,336.0,100,1,0,0,4416000,2688000,18,0,0,0,0,16383,16383,25600,100,0,0,0,0.0,1
6,0.0,552,10,336,8,19,19,19,0,0,0,254,255,100,40,40,100,552.0,336.0,100,1,0,0,4416000,2688000,18,0,0,0,0,16383,16383,25600,100,0,0,0,0.0,1
6,1.0,215,5,408,5,24,24,16,0,0,0,62,63,108,48,48,108,510.0,716.0,103,2,176,2,3264000,4592000,19,0,0,0,0,16383,16383,26368,103,0,0,0,227.0,1
6,1.0,215,5,408,5,24,24,16,0,0,0,62,63,111,48,48,111,510.0,726.0,103,2,176,2,3264000,4672000,19,0,0,0,0,16383,16383,26368,103,0,0,0,227.0,1
6,0.0,857,17,1320,18,25,25,17,0,0,0,62,63,141,40,40,141,1152.0,1600.0,304,5,580,7,5496000,7112000,42,2,0,0,0,16383,16383,12288,48,0,0,0,0.0,1
6,4.0,1158,22,6950,20,27,27,19,0,0,0,62,63,1500,40,40,1500,1158.0,6950.0,323,5,3347,7,9264000,55600000,38,0,0,0,4,16383,16383,17152,67,0,0,0,0.0,1
6,127.0,1600,10,256,6,19,19,19,0,0,0,254,255,624,40,40,624,1600.0,256.0,624,1,0,0,12800000,2048000,14,0,0,2,0,16383,16383,28672,112,0,0,0,0.0,1
6,1.0,705,13,887,11,24,24,16,0,0,0,62,63,141,40,40,141,1000.0,1181.0,308,5,373,5,4896000,6264000,32,1,0,0,0,16383,16383,13312,52,0,0,0,150.0,1
6,7.0,824,10,5998,10,27,27,19,0,0,0,62,63,1500,40,40,1500,824.0,5998.0,236,1,2871,2,6592000,47984000,14,2,0,0,4,16383,16383,60416,236,0,0,0,0.0,1
6,7.0,832,10,256,6,19,19,19,0,0,0,254,255,240,40,40,240,832.0,256.0,240,1,0,0,6656000,2048000,14,2,0,0,0,16383,16383,61440,240,0,0,0,0.0,1
6,1.0,119,3,211,3,16,16,16,4294952,15,0,254,255,74,48,48,74,414.0,447.0,55,1,74,1,336000,184000,15,0,0,0,0,16383,16383,14080,55,0,0,0,230.0,1
6,1.0,111,3,211,3,16,16,16,0,0,0,254,255,74,48,48,74,406.0,447.0,51,1,74,1,2840000,3024000,15,0,0,0,0,16383,16383,13056,51,0,0,0,230.0,1
